Date,Channel,Visitors,Leads,Customers,Revenue,MarketingSpend
2024-06-15,Social Media,1676,131,18,1869.4687772038212,1265.09610207271
2024-06-15,Email Referral,513,134,35,3930.2330243634506,0.0
2024-06-15,Direct,947,101,20,2554.731803282354,0.0
2024-06-16,Organic Search,1226,101,15,2002.8257503476882,0.0
2024-06-16,Paid Ads,2054,378,26,3035.983088082701,1572.5904288790498
2024-06-16,Social Media,2331,123,18,2455.7906558129425,2268.1693283299796
2024-06-16,Email Referral,360,93,25,3346.9322564797194,0.0
2024-06-16,Direct,815,103,21,3068.5559978389306,0.0
2024-06-17,Organic Search,1163,109,20,2992.5146201619714,0.0
2024-06-17,Paid Ads,2357,393,36,4004.38331575518,2590.3403372943512
2024-06-17,Social Media,1896,105,14,1911.609242043312,2142.511296216865
2024-06-17,Email Referral,493,151,56,8025.984913911161,0.0
2024-06-17,Direct,923,98,20,2548.588415054688,0.0
2024-06-18,Organic Search,1126,108,19,2846.6999933586885,0.0
2024-06-18,Paid Ads,2659,472,26,3834.055038119302,4837.790569634863
2024-06-18,Social Media,1551,119,17,2002.1234367594525,2332.4380731202023
2024-06-18,Email Referral,237,67,22,2377.603617470664,0.0
2024-06-18,Direct,821,101,22,2827.3156326045296,0.0
2024-06-19,Organic Search,1335,108,18,2502.1913836820704,0.0
2024-06-19,Paid Ads,2175,412,25,3209.2386801950915,3685.244775851463
2024-06-19,Social Media,2006,129,13,1572.4146573961054,2806.2915546022236
2024-06-19,Email Referral,646,194,56,6989.469821322279,0.0
2024-06-19,Direct,1049,106,23,3382.6953731319754,0.0
2024-06-20,Organic Search,1018,88,15,1568.5664938628536,0.0
2024-06-20,Paid Ads,2841,507,38,4172.959174391028,1516.6586666323371
2024-06-20,Social Media,2436,184,23,2986.4870069251488,4178.328622712753
2024-06-20,Email Referral,655,223,74,8394.551175611732,0.0
2024-06-20,Direct,834,91,17,1960.4531319483808,0.0
2024-06-21,Organic Search,1624,157,28,2914.204895855912,0.0
2024-06-21,Paid Ads,3032,473,27,2988.8928162427237,2804.3774670842417
2024-06-21,Social Media,2171,109,14,1959.0590462496455,4123.00994604991
2024-06-21,Email Referral,460,115,31,3810.7037713898735,0.0
2024-06-21,Direct,1185,158,38,5694.203893082173,0.0
2024-06-22,Organic Search,1350,146,23,3311.715262638495,0.0
2024-06-22,Paid Ads,2389,395,22,2750.0640851101953,3612.9797931445637
2024-06-22,Social Media,1935,110,15,1734.4485186812249,2159.506342312346
2024-06-22,Email Referral,555,155,56,7536.635825226316,0.0
2024-06-22,Direct,928,137,28,2983.0042530256605,0.0
2024-06-23,Organic Search,1438,148,23,2880.1243329197587,0.0
2024-06-23,Paid Ads,2857,490,34,4666.8650625744185,2423.6989128577056
2024-06-23,Social Media,1337,74,10,1185.1160928422885,2175.1898828315893
2024-06-23,Email Referral,436,148,55,8129.802674161745,0.0
2024-06-23,Direct,673,69,14,1476.30953094865,0.0
2024-06-24,Organic Search,968,87,14,1966.1784264441785,0.0
2024-06-24,Paid Ads,2349,493,45,4830.064006534159,3606.8525510547183
2024-06-24,Social Media,2015,157,21,2625.608283302373,2959.2039435285596
2024-06-24,Email Referral,395,111,41,4381.465067066919,0.0
2024-06-24,Direct,904,133,27,3594.1235472864723,0.0
2024-06-25,Organic Search,1346,158,26,3716.058390917021,0.0
2024-06-25,Paid Ads,2736,435,37,4953.787996222443,2403.4996770986677
2024-06-25,Social Media,1780,91,12,1709.4588119752057,1913.6703666255514
2024-06-25,Email Referral,507,135,50,5472.989480975887,0.0
2024-06-25,Direct,913,118,25,3535.886229772508,0.0
2024-06-26,Organic Search,1561,176,32,3368.64220383434,0.0
2024-06-26,Paid Ads,2689,534,36,4905.668880422743,1798.633646745506
2024-06-26,Social Media,2081,129,18,2665.2749576778447,3160.5059570095154
2024-06-26,Email Referral,361,99,38,5273.460063766099,0.0
2024-06-26,Direct,1018,121,22,2211.786827464895,0.0
2024-06-27,Organic Search,1284,121,20,2344.091617849442,0.0
2024-06-27,Paid Ads,2515,468,33,4134.109306343759,3173.0164445663754
2024-06-27,Social Media,1745,121,15,1816.6441754105085,2927.404813339034
2024-06-27,Email Referral,489,131,48,5805.527457070859,0.0
2024-06-27,Direct,651,89,19,2204.8118156123514,0.0
2024-06-28,Organic Search,1142,118,23,2800.551621605037,0.0
2024-06-28,Paid Ads,2408,370,22,2441.598421454026,1204.8200620443392
2024-06-28,Social Media,1985,153,21,2276.20532542833,1350.8825481652334
2024-06-28,Email Referral,514,176,55,6909.080257013293,0.0
2024-06-28,Direct,856,100,20,2621.3306241557075,0.0
2024-06-29,Organic Search,1082,88,17,1897.8190965782192,0.0
2024-06-29,Paid Ads,2631,404,24,2870.173073540606,4482.178642337151
2024-06-29,Social Media,1592,111,13,1862.9231887797418,819.6667408328749
2024-06-29,Email Referral,303,99,31,3849.0097176069244,0.0
2024-06-29,Direct,937,140,33,3460.655374755515,0.0
2024-06-30,Organic Search,874,94,15,1505.2366964102612,0.0
2024-06-30,Paid Ads,1931,400,26,2600.7773204852338,1857.098168050654
2024-06-30,Social Media,1644,94,10,1093.5621352052508,2191.9852393379388
2024-06-30,Email Referral,434,124,47,5858.448883391271,0.0
2024-06-30,Direct,650,75,14,2067.3820155674666,0.0
2024-07-01,Organic Search,1169,23,1,1839.6438167815477,0.0
2024-07-01,Paid Ads,2369,485,27,2867.1921360528536,1435.148388186571
2024-07-01,Social Media,1854,97,14,2001.7517417468248,1396.4606260868732
2024-07-01,Email Referral,630,211,53,7339.022835467125,0.0
2024-07-01,Direct,804,92,18,2153.9886033466696,0.0
2024-07-02,Organic Search,1021,20,1,2152.9973310287915,0.0
2024-07-02,Paid Ads,2295,425,38,5026.515277179993,1683.7494495472356
2024-07-02,Social Media,1530,101,10,1206.7582651449795,856.367253528005
2024-07-02,Email Referral,486,123,34,5011.225486547691,0.0
2024-07-02,Direct,961,102,23,2424.984920280896,0.0
2024-07-03,Organic Search,1191,23,1,2890.43576487469,0.0
2024-07-03,Paid Ads,2573,420,24,3501.17673348532,4711.686374751619
2024-07-03,Social Media,2154,112,13,1713.1694592691988,2227.0995660836393
2024-07-03,Email Referral,548,145,49,5836.202561426934,0.0
2024-07-03,Direct,858,95,19,2510.6553169809936,0.0
2024-07-04,Organic Search,1132,22,1,2480.6270837580887,0.0
2024-07-04,Paid Ads,2305,421,37,3903.2467604204485,4207.837318281225
2024-07-04,Social Media,1960,118,15,2017.535166307087,1909.3378559480932
2024-07-04,Email Referral,514,140,43,4616.400989854133,0.0
2024-07-04,Direct,813,93,17,2474.202324983368,0.0
2024-07-05,Organic Search,1198,23,1,2340.8476478546127,0.0
2024-07-05,Paid Ads,2413,389,38,5208.975606086976,3185.1983602958194
2024-07-05,Social Media,1841,121,13,1895.7179482250845,1825.825186124369
2024-07-05,Email Referral,599,172,62,9151.393584580908,0.0
2024-07-05,Direct,992,142,26,2934.1814998459713,0.0
2024-07-06,Organic Search,1501,30,1,3155.490965397475,0.0
2024-07-06,Paid Ads,2442,424,41,5102.549220921031,2509.093482388399
2024-07-06,Social Media,2036,157,20,2811.806718350886,2062.0069740153067
2024-07-06,Email Referral,615,176,64,8394.273193817622,0.0
2024-07-06,Direct,867,118,27,3840.8035260104675,0.0
2024-07-07,Organic Search,1088,21,1,2327.832866491753,0.0
2024-07-07,Paid Ads,2447,495,33,3607.592678009058,3974.0605172053147
2024-07-07,Social Media,1375,80,10,1108.015720196536,2682.496830138739
2024-07-07,Email Referral,521,167,65,8044.076107248091,0.0
2024-07-07,Direct,908,122,24,2936.0717624431686,0.0
2024-07-08,Organic Search,1389,27,1,1800.849073740868,0.0
2024-07-08,Paid Ads,2801,584,45,6138.261984006374,3922.4562995333986
2024-07-08,Social Media,1443,103,14,1801.4942960186968,1460.9821884188077
2024-07-08,Email Referral,442,150,40,5631.490761252242,0.0
2024-07-08,Direct,929,120,24,2968.122791250026,0.0
2024-07-09,Organic Search,1117,22,1,2637.958515348199,0.0
2024-07-09,Paid Ads,2865,599,35,3789.6246056613973,4469.131244352651
2024-07-09,Social Media,2455,137,15,1741.5506513967973,3288.759715361258
2024-07-09,Email Referral,557,187,65,9597.640371780948,0.0
2024-07-09,Direct,949,119,23,2360.7506893194304,0.0
2024-07-10,Organic Search,1233,24,1,2302.7751282719673,0.0
2024-07-10,Paid Ads,3493,670,39,5103.528742878085,6827.865941248715
2024-07-10,Social Media,2175,156,22,2850.88866578164,1713.9762418073242
2024-07-10,Email Referral,611,189,61,7120.049707710217,0.0
2024-07-10,Direct,1126,141,27,3786.9854364365083,0.0
2024-07-11,Organic Search,1584,31,1,3197.713979863051,0.0
2024-07-11,Paid Ads,2190,381,36,4504.269275949772,2172.0989203499794
2024-07-11,Social Media,1176,91,9,1233.298611479982,1443.5717299924088
2024-07-11,Email Referral,467,120,47,6143.337674149677,0.0
2024-07-11,Direct,885,107,19,2000.8523358700938,0.0
2024-07-12,Organic Search,880,17,0,1755.9666171989045,0.0
2024-07-12,Paid Ads,3130,483,38,3869.2759965686755,1812.6328554016104
2024-07-12,Social Media,1808,135,14,1706.5299210000385,3192.9102959067714
2024-07-12,Email Referral,447,113,35,4499.0873440662535,0.0
2024-07-12,Direct,662,77,15,1579.9677142024484,0.0
2024-07-13,Organic Search,1043,20,1,3267.081902333378,0.0
2024-07-13,Paid Ads,2396,504,40,4570.411605360829,3464.9888901003983
2024-07-13,Social Media,1454,105,11,1608.5529851207502,849.6251870699704
2024-07-13,Email Referral,216,64,24,3055.688489054559,0.0
2024-07-13,Direct,784,111,24,3017.690632508136,0.0
2024-07-14,Organic Search,953,19,0,1778.2111132122293,0.0
2024-07-14,Paid Ads,3048,474,39,5022.547243344968,2100.599253900377
2024-07-14,Social Media,1310,88,12,1727.9026487648807,1929.6620033472211
2024-07-14,Email Referral,525,138,40,5817.652995433726,0.0
2024-07-14,Direct,1021,140,31,3566.4977954290134,0.0
2024-07-15,Organic Search,1314,26,1,2616.6219781652753,0.0
2024-07-15,Paid Ads,2218,338,22,2362.7541675203465,4384.945446944723
2024-07-15,Social Media,1683,94,13,1667.5203608391498,894.5376168120678
2024-07-15,Email Referral,469,118,37,5337.691925608996,0.0
2024-07-15,Direct,911,132,27,3819.9138724282975,0.0
2024-07-16,Organic Search,1028,87,17,2338.7098199016073,0.0
2024-07-16,Paid Ads,2566,450,43,5014.170922432725,3980.4116008886986
2024-07-16,Social Media,1925,140,20,2797.998035219224,3095.051729183732
2024-07-16,Email Referral,483,134,39,5153.4159562858595,0.0
2024-07-16,Direct,806,109,27,3209.2224063178123,0.0
2024-07-17,Organic Search,1141,130,20,2947.6861770642795,0.0
2024-07-17,Paid Ads,3042,502,33,3949.695983582921,4296.268512185296
2024-07-17,Social Media,2288,130,13,1608.3006321644798,1720.644819125273
2024-07-17,Email Referral,462,131,40,5166.614496368409,0.0
2024-07-17,Direct,1152,139,31,3736.6338924110687,0.0
2024-07-18,Organic Search,1400,140,21,2826.3061198414234,0.0
2024-07-18,Paid Ads,2387,419,41,5128.988080520276,4451.504931290872
2024-07-18,Social Media,1829,130,16,2291.493013164779,2167.9724248111916
2024-07-18,Email Referral,264,91,32,4580.735397300829,0.0
2024-07-18,Direct,822,101,18,2294.74552964698,0.0
2024-07-19,Organic Search,1398,123,23,2941.3419948632704,0.0
2024-07-19,Paid Ads,2413,371,36,4123.578337616848,2905.5180645801197
2024-07-19,Social Media,1670,93,9,1251.0216391680196,2016.4240448141306
2024-07-19,Email Referral,579,157,43,6320.837401704274,0.0
2024-07-19,Direct,700,101,21,2845.1549106797506,0.0
2024-07-20,Organic Search,1187,141,21,2201.5292877769452,0.0
2024-07-20,Paid Ads,2111,343,17,2358.3127626518226,1481.18344776568
2024-07-20,Social Media,2094,134,17,1723.040654485798,3507.978219628622
2024-07-20,Email Referral,484,146,46,6641.076431351828,0.0
2024-07-20,Direct,1040,150,30,3922.6046310220468,0.0
2024-07-21,Organic Search,598,54,10,1071.4071522364336,0.0
2024-07-21,Paid Ads,2728,519,33,3968.198169170711,5451.060693357658
2024-07-21,Social Media,1833,96,10,1255.2300656732205,1628.0497267982587
2024-07-21,Email Referral,437,123,32,4746.493503008871,0.0
2024-07-21,Direct,876,112,27,2708.3481605652105,0.0
2024-07-22,Organic Search,1286,144,28,2927.85602806698,0.0
2024-07-22,Paid Ads,2371,398,28,3826.424529391519,4725.716610719384
2024-07-22,Social Media,1807,105,13,1563.6694186407044,1362.0133132598799
2024-07-22,Email Referral,751,204,67,8425.809545095073,0.0
2024-07-22,Direct,893,133,29,3437.911883258645,0.0
2024-07-23,Organic Search,1077,102,17,2067.0360308416107,0.0
2024-07-23,Paid Ads,2701,552,40,5152.977806279732,2736.3943145150856
2024-07-23,Social Media,1623,92,11,1104.9978692231691,2389.7803302089324
2024-07-23,Email Referral,569,171,54,6942.237796699867,0.0
2024-07-23,Direct,1058,136,31,3676.6675301089213,0.0
2024-07-24,Organic Search,1239,103,17,2035.3074822130288,0.0
2024-07-24,Paid Ads,2347,510,49,5752.727290919435,4326.303985746513
2024-07-24,Social Media,1963,155,18,2273.484611926388,3006.6364281439064
2024-07-24,Email Referral,593,151,38,4471.599064915369,0.0
2024-07-24,Direct,764,88,18,2088.660224080414,0.0
2024-07-25,Organic Search,1080,128,21,2566.9484157012525,0.0
2024-07-25,Paid Ads,2113,402,39,5228.500115538246,3325.8134861804947
2024-07-25,Social Media,1566,110,11,1506.7696474719585,1278.5682730662636
2024-07-25,Email Referral,520,173,44,5412.723911414083,0.0
2024-07-25,Direct,833,123,22,2419.0027619295183,0.0
2024-07-26,Organic Search,1131,106,19,2417.5610310122934,0.0
2024-07-26,Paid Ads,2347,391,23,3109.6361704804053,1939.043047870779
2024-07-26,Social Media,1595,97,11,1625.0664962834878,2711.829166734342
2024-07-26,Email Referral,386,116,42,5974.214579362068,0.0
2024-07-26,Direct,766,90,20,2312.83419752422,0.0
2024-07-27,Organic Search,1230,98,16,1863.5034154416605,0.0
2024-07-27,Paid Ads,2365,469,41,5763.83537961195,2225.1697078912525
2024-07-27,Social Media,2309,163,24,3194.7814962474986,3266.133289313155
2024-07-27,Email Referral,459,156,42,5393.3640941644135,0.0
2024-07-27,Direct,869,101,22,3177.9006718961323,0.0
2024-07-28,Organic Search,846,86,15,1889.060885336032,0.0
2024-07-28,Paid Ads,1713,278,20,2258.1076431734145,2048.710530113058
2024-07-28,Social Media,1775,95,13,1759.9533807313478,1170.2943159542647
2024-07-28,Email Referral,564,184,49,6944.095749586027,0.0
2024-07-28,Direct,987,127,28,3441.7088711968286,0.0
2024-07-29,Organic Search,1094,115,17,2069.76240518919,0.0
2024-07-29,Paid Ads,2512,428,33,4441.211613255976,4251.603471146476
2024-07-29,Social Media,1088,57,7,989.8650542632085,1565.7212850566677
2024-07-29,Email Referral,704,181,48,5417.950119581927,0.0
2024-07-29,Direct,839,100,24,3132.4512717380303,0.0
2024-07-30,Organic Search,1076,122,22,2323.753443579295,0.0
2024-07-30,Paid Ads,2138,416,27,3055.79449732065,1964.1714197730828
2024-07-30,Social Media,2084,162,16,2180.2611125887024,3656.5194329849082
2024-07-30,Email Referral,633,166,57,8298.682923187424,0.0
2024-07-30,Direct,1098,133,24,2834.752188000246,0.0
2024-07-31,Organic Search,1308,128,19,2305.5499914321376,0.0
2024-07-31,Paid Ads,2850,521,50,5779.132291636622,3670.735580526834
2024-07-31,Social Media,1694,102,13,1764.9595018439381,1528.351946443891
2024-07-31,Email Referral,278,78,20,2039.7971273356527,0.0
2024-07-31,Direct,1050,151,31,3811.9207167302643,0.0
2024-08-01,Organic Search,1252,104,19,2680.1964493542027,0.0
2024-08-01,Paid Ads,2313,482,45,5738.783927718069,1824.3549861310019
2024-08-01,Social Media,1346,71,10,1380.017450901587,771.4591976837305
2024-08-01,Email Referral,478,135,44,6064.622408575277,0.0
2024-08-01,Direct,1076,138,26,2844.7018596997596,0.0
2024-08-02,Organic Search,1429,115,17,2186.854735183904,0.0
2024-08-02,Paid Ads,2618,542,35,4543.606370619357,2385.8340155905253
2024-08-02,Social Media,2156,155,20,2352.481046943351,1485.8401981886732
2024-08-02,Email Referral,684,179,62,9184.471009969531,0.0
2024-08-02,Direct,728,76,18,2320.8808287239995,0.0
2024-08-03,Organic Search,1293,135,25,3379.096534665565,0.0
2024-08-03,Paid Ads,2755,468,38,5620.145026316663,1515.622913089719
2024-08-03,Social Media,1934,130,14,1523.1231983930634,1649.8468427671353
2024-08-03,Email Referral,586,158,42,5251.301017901255,0.0
2024-08-03,Direct,898,130,24,3175.113471627647,0.0
2024-08-04,Organic Search,1082,116,20,2754.827458362331,0.0
2024-08-04,Paid Ads,2316,397,28,4177.725249553119,2173.2728757126333
2024-08-04,Social Media,1512,101,11,1246.127060676445,2787.7100791785215
2024-08-04,Email Referral,364,94,32,3469.999101437167,0.0
2024-08-04,Direct,892,131,29,3337.30096131665,0.0
2024-08-05,Organic Search,1297,113,18,1883.7156683364074,0.0
2024-08-05,Paid Ads,3043,486,27,2966.1970256568898,1967.0410189484924
2024-08-05,Social Media,1693,93,13,1530.1419655308111,2511.956838627914
2024-08-05,Email Referral,697,221,76,7748.224398898709,0.0
2024-08-05,Direct,962,118,28,3597.296161926006,0.0
2024-08-06,Organic Search,1300,139,27,4030.5609908362803,0.0
2024-08-06,Paid Ads,2148,425,26,2739.1378744743492,3589.4131580409876
2024-08-06,Social Media,1734,119,14,1617.259622375684,2849.2991427912943
2024-08-06,Email Referral,576,197,77,11067.763051177779,0.0
2024-08-06,Direct,767,79,15,2184.156177586144,0.0
2024-08-07,Organic Search,1370,144,26,2934.298056441825,0.0
2024-08-07,Paid Ads,3079,493,44,5835.018448200582,3410.90300298416
2024-08-07,Social Media,1372,93,9,1309.3039923211354,1240.898558042862
2024-08-07,Email Referral,431,136,53,6632.6201281737995,0.0
2024-08-07,Direct,773,108,20,2977.438184204012,0.0
2024-08-08,Organic Search,1080,98,18,2140.484046448734,0.0
2024-08-08,Paid Ads,2380,371,24,3155.6203143110433,2675.6945786699835
2024-08-08,Social Media,1630,84,8,1032.3074334457688,3085.826564847429
2024-08-08,Email Referral,583,174,65,8802.896523745432,0.0
2024-08-08,Direct,784,92,20,2070.696608184366,0.0
2024-08-09,Organic Search,1309,123,21,3146.035717696871,0.0
2024-08-09,Paid Ads,3038,547,49,7072.158831680877,3391.6652110594505
2024-08-09,Social Media,1767,120,15,1608.2340327656111,1131.4792080211453
2024-08-09,Email Referral,426,137,40,4325.022130594913,0.0
2024-08-09,Direct,799,118,28,4009.305472151005,0.0
2024-08-10,Organic Search,1488,127,19,1918.9742859491269,0.0
2024-08-10,Paid Ads,2295,438,31,3111.56786764669,2602.598688170688
2024-08-10,Social Media,1663,119,13,1682.480306294744,1357.248551527901
2024-08-10,Email Referral,672,183,62,7488.446124290382,0.0
2024-08-10,Direct,990,132,27,3358.6652636270574,0.0
2024-08-11,Organic Search,1120,98,17,2004.9311339614553,0.0
2024-08-11,Paid Ads,2497,459,35,4901.431674754564,2938.2076764278154
2024-08-11,Social Media,1853,132,17,1863.468406866698,2216.0108442728692
2024-08-11,Email Referral,528,149,58,7631.478698160865,0.0
2024-08-11,Direct,874,111,20,2375.821219007941,0.0
2024-08-12,Organic Search,1249,122,23,2553.5410531492753,0.0
2024-08-12,Paid Ads,2179,351,24,3252.5061780148944,2458.751867635655
2024-08-12,Social Media,1543,122,16,2068.6467153721956,1024.8969362666865
2024-08-12,Email Referral,503,174,48,5389.090710093433,0.0
2024-08-12,Direct,1039,138,30,4338.703640928017,0.0
2024-08-13,Organic Search,1346,111,18,2023.4587316677614,0.0
2024-08-13,Paid Ads,2859,471,29,3496.1345534761,2434.403044042284
2024-08-13,Social Media,2139,108,15,1756.1777902736758,2155.59932263663
2024-08-13,Email Referral,470,125,46,4703.17928254375,0.0
2024-08-13,Direct,940,123,24,2842.470186565015,0.0
2024-08-14,Organic Search,1333,127,25,3008.07839744009,0.0
2024-08-14,Paid Ads,2731,557,41,5960.9105494828655,1723.6029534438949
2024-08-14,Social Media,1617,119,16,2361.808062689859,929.435785091173
2024-08-14,Email Referral,559,148,48,6348.360199922168,0.0
2024-08-14,Direct,905,132,29,4092.85332929662,0.0
2024-08-15,Organic Search,1145,92,16,1967.6503820044175,0.0
2024-08-15,Paid Ads,2184,432,32,3976.4650144987445,1581.3742402777916
2024-08-15,Social Media,1799,124,13,1698.5255553950071,1323.714679778441
2024-08-15,Email Referral,502,129,44,6168.125594130065,0.0
2024-08-15,Direct,983,138,34,4253.178202741657,0.0
2024-08-16,Organic Search,1520,129,22,2800.872360143936,0.0
2024-08-16,Paid Ads,2385,372,26,3712.999708593059,1547.5227462501587
2024-08-16,Social Media,1729,131,13,1365.757652748517,2480.608023694985
2024-08-16,Email Referral,459,131,48,6334.084390535903,0.0
2024-08-16,Direct,1017,146,27,3869.9041796039296,0.0
2024-08-17,Organic Search,1006,104,16,1942.0334842877696,0.0
2024-08-17,Paid Ads,2698,548,30,4221.937584038876,5137.651829156883
2024-08-17,Social Media,1547,101,14,1675.9333462199356,2741.755359806994
2024-08-17,Email Referral,172,51,19,2283.3439928182006,0.0
2024-08-17,Direct,777,90,19,2444.1338842502537,0.0
2024-08-18,Organic Search,1346,133,22,2317.5030922603896,0.0
2024-08-18,Paid Ads,2239,373,36,3903.9467208606634,2666.6695707732947
2024-08-18,Social Media,1945,129,15,2224.1384386760747,2073.414182319434
2024-08-18,Email Referral,305,84,24,3311.4241784603328,0.0
2024-08-18,Direct,999,100,20,2775.8650652027873,0.0
2024-08-19,Organic Search,1013,94,16,1763.9833862607286,0.0
2024-08-19,Paid Ads,2357,497,33,3826.721741347211,4381.350713650097
2024-08-19,Social Media,1924,103,11,1145.0661414709803,1527.598813049285
2024-08-19,Email Referral,568,172,49,6514.3094261084,0.0
2024-08-19,Direct,870,130,25,3340.074378327169,0.0
2024-08-20,Organic Search,1317,132,21,2258.8274986858096,0.0
2024-08-20,Paid Ads,2747,466,32,4063.4588622450437,1692.7712832218665
2024-08-20,Social Media,2005,138,19,2243.582779035291,1328.514120945243
2024-08-20,Email Referral,485,163,59,7411.168663434968,0.0
2024-08-20,Direct,1250,184,40,5080.434533557237,0.0
2024-08-21,Organic Search,1152,94,14,1531.1427539287522,0.0
2024-08-21,Paid Ads,2229,464,26,2923.6699689097745,2359.3087840789854
2024-08-21,Social Media,1924,110,13,1941.2701690065624,1123.4034464700592
2024-08-21,Email Referral,446,148,48,6147.826818509267,0.0
2024-08-21,Direct,922,100,19,2202.8764567293547,0.0
2024-08-22,Organic Search,931,78,15,1516.4863611072171,0.0
2024-08-22,Paid Ads,2672,550,49,5232.285209217917,1919.6796159953371
2024-08-22,Social Media,2098,154,22,2371.436690206588,1815.1139149607475
2024-08-22,Email Referral,637,212,59,7974.676159424639,0.0
2024-08-22,Direct,1012,134,24,3537.4278807043925,0.0
2024-08-23,Organic Search,1165,105,17,2041.9213516310108,0.0
2024-08-23,Paid Ads,2497,396,27,3743.3341126257797,4256.775151320395
2024-08-23,Social Media,1602,87,10,1075.7052219680425,2719.683772638011
2024-08-23,Email Referral,409,117,31,3288.1264830503605,0.0
2024-08-23,Direct,990,147,34,4063.405534292792,0.0
2024-08-24,Organic Search,1365,139,22,2616.573691139275,0.0
2024-08-24,Paid Ads,2563,535,43,6163.666194230252,4718.3794194145985
2024-08-24,Social Media,2299,167,21,2937.291581638747,3632.8039336262905
2024-08-24,Email Referral,530,137,43,5025.575648282889,0.0
2024-08-24,Direct,892,113,25,3329.3629314108875,0.0
2024-08-25,Organic Search,1150,130,20,2120.481822438468,0.0
2024-08-25,Paid Ads,2426,529,48,7155.411419812861,1567.353917224027
2024-08-25,Social Media,1856,109,14,2049.860786386554,1110.7030294870442
2024-08-25,Email Referral,720,226,65,9241.961721411177,0.0
2024-08-25,Direct,1079,118,28,3587.7175920638397,0.0
2024-08-26,Organic Search,1357,119,21,3011.109310445347,0.0
2024-08-26,Paid Ads,2887,520,51,5464.103373503106,3129.9468820763636
2024-08-26,Social Media,1762,133,19,1979.0947751481006,2796.0065539067564
2024-08-26,Email Referral,530,149,54,6710.220204325078,0.0
2024-08-26,Direct,816,99,20,2367.3405152772802,0.0
2024-08-27,Organic Search,1461,147,27,3188.387221095464,0.0
2024-08-27,Paid Ads,3317,560,35,4766.185503329405,4530.2923075490735
2024-08-27,Social Media,1887,131,13,1631.1807675957311,2488.2444686156928
2024-08-27,Email Referral,433,116,45,5550.037100619445,0.0
2024-08-27,Direct,866,88,16,2173.745157637406,0.0
2024-08-28,Organic Search,1342,120,22,2385.060237019341,0.0
2024-08-28,Paid Ads,3745,611,44,4944.418558712922,5497.122468278341
2024-08-28,Social Media,2114,132,13,1937.003551077931,2947.735942062898
2024-08-28,Email Referral,548,175,43,4380.686613693377,0.0
2024-08-28,Direct,1018,151,32,3933.1276884035456,0.0
2024-08-29,Organic Search,1225,144,26,2684.369063399932,0.0
2024-08-29,Paid Ads,1862,340,24,2828.124588419101,1389.807365330407
2024-08-29,Social Media,1736,113,15,1753.7758994439118,3304.101951264064
2024-08-29,Email Referral,523,158,40,4919.229503465853,0.0
2024-08-29,Direct,1035,136,29,3976.822185038451,0.0
2024-08-30,Organic Search,1299,108,18,2475.1447496591413,0.0
2024-08-30,Paid Ads,1823,361,35,4371.831273554463,1812.600916464994
2024-08-30,Social Media,2136,150,21,3017.0291737335097,1259.4783264675436
2024-08-30,Email Referral,481,162,48,6029.012584076794,0.0
2024-08-30,Direct,1040,124,24,2909.753017597694,0.0
2024-08-31,Organic Search,1122,107,20,2761.934375743097,0.0
2024-08-31,Paid Ads,2622,478,25,3045.0881002741407,1928.0980207666903
2024-08-31,Social Media,1800,141,19,2461.26430684202,2847.9127241958445
2024-08-31,Email Referral,654,200,66,7016.254271453302,0.0
2024-08-31,Direct,912,115,22,2223.1405927065152,0.0
2024-09-01,Organic Search,1391,165,28,2889.042010928916,0.0
2024-09-01,Paid Ads,3429,646,59,7169.512362382764,3361.956582031995
2024-09-01,Social Media,1382,70,8,1074.4364615773948,2657.8427017153463
2024-09-01,Email Referral,670,185,68,8629.611434135366,0.0
2024-09-01,Direct,1005,141,31,4601.863815620151,0.0
2024-09-02,Organic Search,1438,156,30,3775.697838015957,0.0
2024-09-02,Paid Ads,2530,401,31,4064.9918666408116,1303.128293103086
2024-09-02,Social Media,1492,83,10,1191.8045201775792,1695.7445943080343
2024-09-02,Email Referral,574,160,49,7266.752574869011,0.0
2024-09-02,Direct,1132,120,24,2431.0067666640134,0.0
2024-09-03,Organic Search,1337,117,18,2227.007861860071,0.0
2024-09-03,Paid Ads,2226,335,18,2494.3260103736457,4168.648521331948
2024-09-03,Social Media,1930,99,13,1819.4033947517705,2437.0468072167355
2024-09-03,Email Referral,584,159,59,8793.245464447113,0.0
2024-09-03,Direct,833,92,21,2296.252661272624,0.0
2024-09-04,Organic Search,1088,89,17,1721.0946297283767,0.0
2024-09-04,Paid Ads,2330,486,37,5413.457024867059,1196.7981435763122
2024-09-04,Social Media,2117,110,12,1732.9633179069035,2519.0456663339787
2024-09-04,Email Referral,377,124,48,5987.582283841311,0.0
2024-09-04,Direct,962,100,21,2627.922613939015,0.0
2024-09-05,Organic Search,1163,108,19,2456.3716186573592,0.0
2024-09-05,Paid Ads,2047,308,27,3194.486621378805,1186.0397901640565
2024-09-05,Social Media,1570,87,11,1295.9066689037586,2426.4656478151896
2024-09-05,Email Referral,387,118,36,4611.799588721813,0.0
2024-09-05,Direct,969,110,22,2825.813546429188,0.0
2024-09-06,Organic Search,1245,143,28,3835.3885473557757,0.0
2024-09-06,Paid Ads,2601,464,34,3724.805636888809,4384.688839792527
2024-09-06,Social Media,1613,102,11,1569.919732329124,2618.703122611293
